Age,Age_Band ,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,DistanceFromHome_Band,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,HourlyRate_Band,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyIncome_Band,MonthlyRate,NumCompaniesWorked,NumCompaniesWorked_Band,Over18,OverTime,PercentSalaryHike,PercentSalaryHike_Band,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TotalWorkingYears_Band,TrainingTimesLastYear,TrainingTimesLastYear_Band,WorkLifeBalance,YearsAtCompany,YearsAtCompany_Band,YearsInCurrentRole,YearsInCurrentRole_Band,YearsSinceLastPromotion,YearsSinceLastPromotion_Band,YearsWithCurrManager,YearsWithCurrManager_Band
54,>50 yrs old,No,Travel_Rarely,1082,Sales,2,0-10KM,4,Life Sciences,1,1070,3,Female,41,RM31-RM60,2,3,Sales Executive,3,Married,10686,RM10001-RM15000,8392,6,>5,Y,No,11,11-15%,3,2,80,1,13,>9 years,4,3-5 hours,3,9,7-9 years,4,4-6 years,7,7-9 years,0,0-3 years
56,>50 yrs old,No,Travel_Frequently,1240,Research & Development,9,0-10KM,3,Medical,1,1071,1,Female,63,RM61-RM90,3,1,Research Scientist,3,Married,2942,RM0-RM5000,12154,2,0-2,Y,No,19,16-20%,3,2,80,1,18,>9 years,4,3-5 hours,3,5,4-6 years,4,4-6 years,0,0-3 years,3,0-3 years
36,31-40 yrs old,No,Travel_Rarely,796,Research & Development,12,11-20KM,5,Medical,1,1073,4,Female,51,RM31-RM60,2,3,Manufacturing Director,4,Single,8858,RM5001-RM10000,15669,0,0-2,Y,No,11,11-15%,3,2,80,0,15,>9 years,2,0-2 hours,2,14,>9 years,8,7-9 years,7,7-9 years,8,7-9 years
55,>50 yrs old,No,Non-Travel,444,Research & Development,2,0-10KM,1,Medical,1,1074,3,Male,40,RM31-RM60,2,4,Manager,1,Single,16756,>RM15000,17323,7,>5,Y,No,15,11-15%,3,2,80,0,31,>9 years,3,3-5 hours,4,9,7-9 years,7,7-9 years,6,4-6 years,2,0-3 years
43,41-50 yrs old,No,Travel_Rarely,415,Sales,25,>20KM,3,Medical,1,1076,3,Male,79,RM61-RM90,2,3,Sales Executive,4,Divorced,10798,RM10001-RM15000,5268,5,3-5,Y,No,13,11-15%,3,3,80,1,18,>9 years,5,3-5 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
20,<=20 yrs old,Yes,Travel_Frequently,769,Sales,9,0-10KM,3,Marketing,1,1077,4,Female,54,RM31-RM60,3,1,Sales Representative,4,Single,2323,RM0-RM5000,17205,1,0-2,Y,Yes,14,11-15%,3,2,80,0,2,0-3 years,3,3-5 hours,3,2,0-3 years,2,0-3 years,0,0-3 years,2,0-3 years
21,21-30 yrs old,Yes,Travel_Rarely,1334,Research & Development,10,0-10KM,3,Life Sciences,1,1079,3,Female,36,RM31-RM60,2,1,Laboratory Technician,1,Single,1416,RM0-RM5000,17258,1,0-2,Y,No,13,11-15%,3,1,80,0,1,0-3 years,6,>5 hours,2,1,0-3 years,0,0-3 years,1,0-3 years,0,0-3 years
46,41-50 yrs old,No,Travel_Rarely,1003,Research & Development,8,0-10KM,4,Life Sciences,1,1080,4,Female,74,RM61-RM90,2,2,Research Scientist,1,Divorced,4615,RM0-RM5000,21029,8,>5,Y,Yes,23,>20%,4,1,80,3,19,>9 years,2,0-2 hours,3,16,>9 years,13,>9 years,1,0-3 years,7,7-9 years
51,>50 yrs old,Yes,Travel_Rarely,1323,Research & Development,4,0-10KM,4,Life Sciences,1,1081,1,Male,34,RM31-RM60,3,1,Research Scientist,3,Married,2461,RM0-RM5000,10332,9,>5,Y,Yes,12,11-15%,3,3,80,3,18,>9 years,2,0-2 hours,4,10,>9 years,0,0-3 years,2,0-3 years,7,7-9 years
28,21-30 yrs old,Yes,Non-Travel,1366,Research & Development,24,>20KM,2,Technical Degree,1,1082,2,Male,72,RM61-RM90,2,3,Healthcare Representative,1,Single,8722,RM5001-RM10000,12355,1,0-2,Y,No,12,11-15%,3,1,80,0,10,>9 years,2,0-2 hours,2,10,>9 years,7,7-9 years,1,0-3 years,9,7-9 years
26,21-30 yrs old,No,Travel_Rarely,192,Research & Development,1,0-10KM,2,Medical,1,1083,1,Male,59,RM31-RM60,2,1,Laboratory Technician,1,Married,3955,RM0-RM5000,11141,1,0-2,Y,No,16,16-20%,3,1,80,2,6,4-6 years,2,0-2 hours,3,5,4-6 years,3,0-3 years,1,0-3 years,3,0-3 years
30,21-30 yrs old,No,Travel_Rarely,1176,Research & Development,20,11-20KM,3,Other,1,1084,3,Male,85,RM61-RM90,3,2,Manufacturing Director,1,Married,9957,RM5001-RM10000,9096,0,0-2,Y,No,15,11-15%,3,3,80,1,7,7-9 years,1,0-2 hours,2,6,4-6 years,2,0-3 years,0,0-3 years,2,0-3 years
41,41-50 yrs old,No,Travel_Rarely,509,Research & Development,7,0-10KM,2,Technical Degree,1,1085,2,Female,43,RM31-RM60,4,1,Research Scientist,3,Married,3376,RM0-RM5000,18863,1,0-2,Y,No,13,11-15%,3,3,80,0,10,>9 years,3,3-5 hours,3,10,>9 years,6,4-6 years,0,0-3 years,8,7-9 years
38,31-40 yrs old,No,Travel_Rarely,330,Research & Development,17,11-20KM,1,Life Sciences,1,1088,3,Female,65,RM61-RM90,2,3,Healthcare Representative,3,Married,8823,RM5001-RM10000,24608,0,0-2,Y,No,18,16-20%,3,1,80,1,20,>9 years,4,3-5 hours,2,19,>9 years,9,7-9 years,1,0-3 years,9,7-9 years
40,31-40 yrs old,No,Travel_Rarely,1492,Research & Development,20,11-20KM,4,Technical Degree,1,1092,1,Male,61,RM61-RM90,3,3,Healthcare Representative,4,Married,10322,RM10001-RM15000,26542,4,3-5,Y,No,20,16-20%,4,4,80,1,14,>9 years,6,>5 hours,3,11,>9 years,10,>9 years,11,>9 years,1,0-3 years
27,21-30 yrs old,No,Non-Travel,1277,Research & Development,8,0-10KM,5,Life Sciences,1,1094,1,Male,87,RM61-RM90,1,1,Laboratory Technician,3,Married,4621,RM0-RM5000,5869,1,0-2,Y,No,19,16-20%,3,4,80,3,3,0-3 years,4,3-5 hours,3,3,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
55,>50 yrs old,No,Travel_Frequently,1091,Research & Development,2,0-10KM,1,Life Sciences,1,1096,4,Male,65,RM61-RM90,3,3,Manufacturing Director,2,Married,10976,RM10001-RM15000,15813,3,3-5,Y,No,18,16-20%,3,2,80,1,23,>9 years,4,3-5 hours,3,3,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
28,21-30 yrs old,No,Travel_Rarely,857,Research & Development,10,0-10KM,3,Other,1,1097,3,Female,59,RM31-RM60,3,2,Research Scientist,3,Single,3660,RM0-RM5000,7909,3,3-5,Y,No,13,11-15%,3,4,80,0,10,>9 years,4,3-5 hours,4,8,7-9 years,7,7-9 years,1,0-3 years,7,7-9 years
44,41-50 yrs old,Yes,Travel_Rarely,1376,Human Resources,1,0-10KM,2,Medical,1,1098,2,Male,91,>RM90,2,3,Human Resources,1,Married,10482,RM10001-RM15000,2326,9,>5,Y,No,14,11-15%,3,4,80,1,24,>9 years,1,0-2 hours,3,20,>9 years,6,4-6 years,3,0-3 years,6,4-6 years
33,31-40 yrs old,No,Travel_Rarely,654,Research & Development,5,0-10KM,3,Life Sciences,1,1099,4,Male,34,RM31-RM60,2,3,Healthcare Representative,4,Divorced,7119,RM5001-RM10000,21214,4,3-5,Y,No,15,11-15%,3,3,80,1,9,7-9 years,2,0-2 hours,3,3,0-3 years,2,0-3 years,1,0-3 years,2,0-3 years
35,31-40 yrs old,Yes,Travel_Rarely,1204,Sales,4,0-10KM,3,Technical Degree,1,1100,4,Male,86,RM61-RM90,3,3,Sales Executive,1,Single,9582,RM5001-RM10000,10333,0,0-2,Y,Yes,22,>20%,4,1,80,0,9,7-9 years,2,0-2 hours,3,8,7-9 years,7,7-9 years,4,4-6 years,7,7-9 years
33,31-40 yrs old,Yes,Travel_Frequently,827,Research & Development,29,>20KM,4,Medical,1,1101,1,Female,54,RM31-RM60,2,2,Research Scientist,3,Single,4508,RM0-RM5000,3129,1,0-2,Y,No,22,>20%,4,2,80,0,14,>9 years,4,3-5 hours,3,13,>9 years,7,7-9 years,3,0-3 years,8,7-9 years
28,21-30 yrs old,No,Travel_Rarely,895,Research & Development,15,11-20KM,2,Life Sciences,1,1102,1,Male,50,RM31-RM60,3,1,Laboratory Technician,3,Divorced,2207,RM0-RM5000,22482,1,0-2,Y,No,16,16-20%,3,4,80,1,4,4-6 years,5,3-5 hours,2,4,4-6 years,2,0-3 years,2,0-3 years,2,0-3 years
34,31-40 yrs old,No,Travel_Frequently,618,Research & Development,3,0-10KM,1,Life Sciences,1,1103,1,Male,45,RM31-RM60,3,2,Healthcare Representative,4,Single,7756,RM5001-RM10000,22266,0,0-2,Y,No,17,16-20%,3,3,80,0,7,7-9 years,1,0-2 hours,2,6,4-6 years,2,0-3 years,0,0-3 years,4,4-6 years
37,31-40 yrs old,No,Travel_Rarely,309,Sales,10,0-10KM,4,Life Sciences,1,1105,4,Female,88,RM61-RM90,2,2,Sales Executive,4,Divorced,6694,RM5001-RM10000,24223,2,0-2,Y,Yes,14,11-15%,3,3,80,3,8,7-9 years,5,3-5 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
25,21-30 yrs old,Yes,Travel_Rarely,1219,Research & Development,4,0-10KM,1,Technical Degree,1,1106,4,Male,32,RM31-RM60,3,1,Laboratory Technician,4,Married,3691,RM0-RM5000,4605,1,0-2,Y,Yes,15,11-15%,3,2,80,1,7,7-9 years,3,3-5 hours,4,7,7-9 years,7,7-9 years,5,4-6 years,6,4-6 years
26,21-30 yrs old,Yes,Travel_Rarely,1330,Research & Development,21,>20KM,3,Medical,1,1107,1,Male,37,RM31-RM60,3,1,Laboratory Technician,3,Divorced,2377,RM0-RM5000,19373,1,0-2,Y,No,20,16-20%,4,3,80,1,1,0-3 years,0,0-2 hours,2,1,0-3 years,1,0-3 years,0,0-3 years,0,0-3 years
33,31-40 yrs old,Yes,Travel_Rarely,1017,Research & Development,25,>20KM,3,Medical,1,1108,1,Male,55,RM31-RM60,2,1,Research Scientist,2,Single,2313,RM0-RM5000,2993,4,3-5,Y,Yes,20,16-20%,4,2,80,0,5,4-6 years,0,0-2 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
42,41-50 yrs old,No,Travel_Rarely,469,Research & Development,2,0-10KM,2,Medical,1,1109,4,Male,35,RM31-RM60,3,4,Manager,1,Married,17665,>RM15000,14399,0,0-2,Y,No,17,16-20%,3,4,80,1,23,>9 years,3,3-5 hours,3,22,>9 years,6,4-6 years,13,>9 years,7,7-9 years
28,21-30 yrs old,Yes,Travel_Frequently,1009,Research & Development,1,0-10KM,3,Medical,1,1111,1,Male,45,RM31-RM60,2,1,Laboratory Technician,2,Divorced,2596,RM0-RM5000,7160,1,0-2,Y,No,15,11-15%,3,1,80,2,1,0-3 years,2,0-2 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
50,41-50 yrs old,Yes,Travel_Frequently,959,Sales,1,0-10KM,4,Other,1,1113,4,Male,81,RM61-RM90,3,2,Sales Executive,3,Single,4728,RM0-RM5000,17251,3,3-5,Y,Yes,14,11-15%,3,4,80,0,5,4-6 years,4,3-5 hours,3,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
33,31-40 yrs old,No,Travel_Frequently,970,Sales,7,0-10KM,3,Life Sciences,1,1114,4,Female,30,RM0-RM30,3,2,Sales Executive,2,Married,4302,RM0-RM5000,13401,0,0-2,Y,No,17,16-20%,3,3,80,1,4,4-6 years,3,3-5 hours,3,3,0-3 years,2,0-3 years,0,0-3 years,2,0-3 years
34,31-40 yrs old,No,Non-Travel,697,Research & Development,3,0-10KM,4,Life Sciences,1,1115,3,Male,40,RM31-RM60,2,1,Research Scientist,4,Married,2979,RM0-RM5000,22478,3,3-5,Y,No,17,16-20%,3,4,80,3,6,4-6 years,2,0-2 hours,3,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
48,41-50 yrs old,No,Non-Travel,1262,Research & Development,1,0-10KM,4,Medical,1,1116,1,Male,35,RM31-RM60,4,4,Manager,4,Single,16885,>RM15000,16154,2,0-2,Y,No,22,>20%,4,3,80,0,27,>9 years,3,3-5 hours,2,5,4-6 years,4,4-6 years,2,0-3 years,1,0-3 years
45,41-50 yrs old,No,Non-Travel,1050,Sales,9,0-10KM,4,Life Sciences,1,1117,2,Female,65,RM61-RM90,2,2,Sales Executive,3,Married,5593,RM5001-RM10000,17970,1,0-2,Y,No,13,11-15%,3,4,80,1,15,>9 years,2,0-2 hours,3,15,>9 years,10,>9 years,4,4-6 years,12,>9 years
52,>50 yrs old,No,Travel_Rarely,994,Research & Development,7,0-10KM,4,Life Sciences,1,1118,2,Male,87,RM61-RM90,3,3,Healthcare Representative,2,Single,10445,RM10001-RM15000,15322,7,>5,Y,No,19,16-20%,3,4,80,0,18,>9 years,4,3-5 hours,3,8,7-9 years,6,4-6 years,4,4-6 years,0,0-3 years
38,31-40 yrs old,No,Travel_Rarely,770,Sales,10,0-10KM,4,Marketing,1,1119,3,Male,73,RM61-RM90,2,3,Sales Executive,3,Divorced,8740,RM5001-RM10000,5569,0,0-2,Y,Yes,14,11-15%,3,2,80,2,9,7-9 years,2,0-2 hours,3,8,7-9 years,7,7-9 years,2,0-3 years,7,7-9 years
29,21-30 yrs old,No,Travel_Rarely,1107,Research & Development,28,>20KM,4,Life Sciences,1,1120,3,Female,93,>RM90,3,1,Research Scientist,4,Divorced,2514,RM0-RM5000,26968,4,3-5,Y,No,22,>20%,4,1,80,1,11,>9 years,1,0-2 hours,3,7,7-9 years,5,4-6 years,1,0-3 years,7,7-9 years
28,21-30 yrs old,No,Travel_Rarely,950,Research & Development,3,0-10KM,3,Medical,1,1121,4,Female,93,>RM90,3,3,Manufacturing Director,2,Divorced,7655,RM5001-RM10000,8039,0,0-2,Y,No,17,16-20%,3,2,80,3,10,>9 years,3,3-5 hours,2,9,7-9 years,7,7-9 years,1,0-3 years,7,7-9 years
46,41-50 yrs old,No,Travel_Rarely,406,Sales,3,0-10KM,1,Marketing,1,1124,1,Male,52,RM31-RM60,3,4,Manager,3,Married,17465,>RM15000,15596,3,3-5,Y,No,12,11-15%,3,4,80,1,23,>9 years,3,3-5 hours,3,12,>9 years,9,7-9 years,4,4-6 years,9,7-9 years
38,31-40 yrs old,No,Travel_Rarely,130,Sales,2,0-10KM,2,Marketing,1,1125,4,Male,32,RM31-RM60,3,3,Sales Executive,2,Single,7351,RM5001-RM10000,20619,7,>5,Y,No,16,16-20%,3,3,80,0,10,>9 years,2,0-2 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
43,41-50 yrs old,No,Travel_Frequently,1082,Research & Development,27,>20KM,3,Life Sciences,1,1126,3,Female,83,RM61-RM90,3,3,Manufacturing Director,1,Married,10820,RM10001-RM15000,11535,8,>5,Y,No,11,11-15%,3,3,80,1,18,>9 years,1,0-2 hours,3,8,7-9 years,7,7-9 years,0,0-3 years,1,0-3 years
39,31-40 yrs old,Yes,Travel_Frequently,203,Research & Development,2,0-10KM,3,Life Sciences,1,1127,1,Male,84,RM61-RM90,3,4,Healthcare Representative,4,Divorced,12169,RM10001-RM15000,13547,7,>5,Y,No,11,11-15%,3,4,80,3,21,>9 years,4,3-5 hours,3,18,>9 years,7,7-9 years,11,>9 years,5,4-6 years
40,31-40 yrs old,No,Travel_Rarely,1308,Research & Development,14,11-20KM,3,Medical,1,1128,3,Male,44,RM31-RM60,2,5,Research Director,3,Single,19626,>RM15000,17544,1,0-2,Y,No,14,11-15%,3,1,80,0,21,>9 years,2,0-2 hours,4,20,>9 years,7,7-9 years,4,4-6 years,9,7-9 years
21,21-30 yrs old,No,Travel_Rarely,984,Research & Development,1,0-10KM,1,Technical Degree,1,1131,4,Female,70,RM61-RM90,2,1,Research Scientist,2,Single,2070,RM0-RM5000,25326,1,0-2,Y,Yes,11,11-15%,3,3,80,0,2,0-3 years,6,>5 hours,4,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
39,31-40 yrs old,No,Non-Travel,439,Research & Development,9,0-10KM,3,Life Sciences,1,1132,3,Male,70,RM61-RM90,3,2,Laboratory Technician,2,Single,6782,RM5001-RM10000,8770,9,>5,Y,No,15,11-15%,3,3,80,0,9,7-9 years,2,0-2 hours,2,5,4-6 years,4,4-6 years,0,0-3 years,3,0-3 years
36,31-40 yrs old,No,Non-Travel,217,Research & Development,18,11-20KM,4,Life Sciences,1,1133,1,Male,78,RM61-RM90,3,2,Manufacturing Director,4,Single,7779,RM5001-RM10000,23238,2,0-2,Y,No,20,16-20%,4,1,80,0,18,>9 years,0,0-2 hours,3,11,>9 years,9,7-9 years,0,0-3 years,9,7-9 years
31,31-40 yrs old,No,Travel_Frequently,793,Sales,20,11-20KM,3,Life Sciences,1,1135,3,Male,67,RM61-RM90,4,1,Sales Representative,4,Married,2791,RM0-RM5000,21981,0,0-2,Y,No,12,11-15%,3,1,80,1,3,0-3 years,4,3-5 hours,3,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
28,21-30 yrs old,No,Travel_Rarely,1451,Research & Development,2,0-10KM,1,Life Sciences,1,1136,1,Male,67,RM61-RM90,2,1,Research Scientist,2,Married,3201,RM0-RM5000,19911,0,0-2,Y,No,17,16-20%,3,1,80,0,6,4-6 years,2,0-2 hours,1,5,4-6 years,3,0-3 years,0,0-3 years,4,4-6 years
35,31-40 yrs old,No,Travel_Frequently,1182,Sales,11,11-20KM,2,Marketing,1,1137,4,Male,54,RM31-RM60,3,2,Sales Executive,4,Divorced,4968,RM0-RM5000,18500,1,0-2,Y,No,11,11-15%,3,4,80,1,5,4-6 years,3,3-5 hours,3,5,4-6 years,2,0-3 years,0,0-3 years,2,0-3 years
49,41-50 yrs old,No,Travel_Rarely,174,Sales,8,0-10KM,4,Technical Degree,1,1138,4,Male,56,RM31-RM60,2,4,Sales Executive,2,Married,13120,RM10001-RM15000,11879,6,>5,Y,No,17,16-20%,3,2,80,1,22,>9 years,3,3-5 hours,3,9,7-9 years,8,7-9 years,2,0-3 years,3,0-3 years
34,31-40 yrs old,No,Travel_Frequently,1003,Research & Development,2,0-10KM,2,Life Sciences,1,1140,4,Male,95,>RM90,3,2,Manufacturing Director,3,Single,4033,RM0-RM5000,15834,2,0-2,Y,No,11,11-15%,3,4,80,0,5,4-6 years,3,3-5 hours,2,3,0-3 years,2,0-3 years,0,0-3 years,2,0-3 years
29,21-30 yrs old,No,Travel_Frequently,490,Research & Development,10,0-10KM,3,Life Sciences,1,1143,4,Female,61,RM61-RM90,3,1,Research Scientist,2,Divorced,3291,RM0-RM5000,17940,0,0-2,Y,No,14,11-15%,3,4,80,2,8,7-9 years,2,0-2 hours,2,7,7-9 years,5,4-6 years,1,0-3 years,1,0-3 years
42,41-50 yrs old,No,Travel_Rarely,188,Research & Development,29,>20KM,3,Medical,1,1148,2,Male,56,RM31-RM60,1,2,Laboratory Technician,4,Single,4272,RM0-RM5000,9558,4,3-5,Y,No,19,16-20%,3,1,80,0,16,>9 years,3,3-5 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
29,21-30 yrs old,No,Travel_Rarely,718,Research & Development,8,0-10KM,1,Medical,1,1150,2,Male,79,RM61-RM90,2,2,Manufacturing Director,4,Married,5056,RM5001-RM10000,17689,1,0-2,Y,Yes,15,11-15%,3,3,80,1,10,>9 years,2,0-2 hours,2,10,>9 years,7,7-9 years,1,0-3 years,2,0-3 years
38,31-40 yrs old,No,Travel_Rarely,433,Human Resources,1,0-10KM,3,Human Resources,1,1152,3,Male,37,RM31-RM60,4,1,Human Resources,3,Married,2844,RM0-RM5000,6004,1,0-2,Y,No,13,11-15%,3,4,80,1,7,7-9 years,2,0-2 hours,4,7,7-9 years,6,4-6 years,5,4-6 years,0,0-3 years
28,21-30 yrs old,No,Travel_Frequently,773,Research & Development,6,0-10KM,3,Life Sciences,1,1154,3,Male,39,RM31-RM60,2,1,Research Scientist,3,Divorced,2703,RM0-RM5000,22088,1,0-2,Y,Yes,14,11-15%,3,4,80,1,3,0-3 years,2,0-2 hours,3,3,0-3 years,1,0-3 years,0,0-3 years,2,0-3 years
18,<=20 yrs old,Yes,Non-Travel,247,Research & Development,8,0-10KM,1,Medical,1,1156,3,Male,80,RM61-RM90,3,1,Laboratory Technician,3,Single,1904,RM0-RM5000,13556,1,0-2,Y,No,12,11-15%,3,4,80,0,0,0-3 years,0,0-2 hours,3,0,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
33,31-40 yrs old,Yes,Travel_Rarely,603,Sales,9,0-10KM,4,Marketing,1,1157,1,Female,77,RM61-RM90,3,2,Sales Executive,1,Single,8224,RM5001-RM10000,18385,0,0-2,Y,Yes,17,16-20%,3,1,80,0,6,4-6 years,3,3-5 hours,3,5,4-6 years,2,0-3 years,0,0-3 years,3,0-3 years
41,41-50 yrs old,No,Travel_Rarely,167,Research & Development,12,11-20KM,4,Life Sciences,1,1158,2,Male,46,RM31-RM60,3,1,Laboratory Technician,4,Married,4766,RM0-RM5000,9051,3,3-5,Y,Yes,11,11-15%,3,1,80,1,6,4-6 years,4,3-5 hours,3,1,0-3 years,0,0-3 years,0,0-3 years,0,0-3 years
31,31-40 yrs old,Yes,Travel_Frequently,874,Research & Development,15,11-20KM,3,Medical,1,1160,3,Male,72,RM61-RM90,3,1,Laboratory Technician,3,Married,2610,RM0-RM5000,6233,1,0-2,Y,No,12,11-15%,3,3,80,1,2,0-3 years,5,3-5 hours,2,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
37,31-40 yrs old,No,Travel_Rarely,367,Research & Development,25,>20KM,2,Medical,1,1161,3,Female,52,RM31-RM60,2,2,Healthcare Representative,4,Divorced,5731,RM5001-RM10000,17171,7,>5,Y,No,13,11-15%,3,3,80,2,9,7-9 years,2,0-2 hours,3,6,4-6 years,2,0-3 years,1,0-3 years,3,0-3 years
27,21-30 yrs old,No,Travel_Rarely,199,Research & Development,6,0-10KM,3,Life Sciences,1,1162,4,Male,55,RM31-RM60,2,1,Research Scientist,3,Married,2539,RM0-RM5000,7950,1,0-2,Y,No,13,11-15%,3,3,80,1,4,4-6 years,0,0-2 hours,3,4,4-6 years,2,0-3 years,2,0-3 years,2,0-3 years
34,31-40 yrs old,No,Travel_Rarely,1400,Sales,9,0-10KM,1,Life Sciences,1,1163,2,Female,70,RM61-RM90,3,2,Sales Executive,3,Married,5714,RM5001-RM10000,5829,1,0-2,Y,No,20,16-20%,4,1,80,0,6,4-6 years,3,3-5 hours,2,6,4-6 years,5,4-6 years,1,0-3 years,3,0-3 years
35,31-40 yrs old,No,Travel_Rarely,528,Human Resources,8,0-10KM,4,Technical Degree,1,1164,3,Male,100,>RM90,3,1,Human Resources,3,Single,4323,RM0-RM5000,7108,1,0-2,Y,No,17,16-20%,3,2,80,0,6,4-6 years,2,0-2 hours,1,5,4-6 years,4,4-6 years,1,0-3 years,4,4-6 years
29,21-30 yrs old,Yes,Travel_Rarely,408,Sales,23,>20KM,1,Life Sciences,1,1165,4,Female,45,RM31-RM60,2,3,Sales Executive,1,Married,7336,RM5001-RM10000,11162,1,0-2,Y,No,13,11-15%,3,1,80,1,11,>9 years,3,3-5 hours,1,11,>9 years,8,7-9 years,3,0-3 years,10,>9 years
40,31-40 yrs old,No,Travel_Frequently,593,Research & Development,9,0-10KM,4,Medical,1,1166,2,Female,88,RM61-RM90,3,3,Research Director,3,Single,13499,RM10001-RM15000,13782,9,>5,Y,No,17,16-20%,3,3,80,0,20,>9 years,3,3-5 hours,2,18,>9 years,7,7-9 years,2,0-3 years,13,>9 years
42,41-50 yrs old,Yes,Travel_Frequently,481,Sales,12,11-20KM,3,Life Sciences,1,1167,3,Male,44,RM31-RM60,3,4,Sales Executive,1,Single,13758,RM10001-RM15000,2447,0,0-2,Y,Yes,12,11-15%,3,2,80,0,22,>9 years,2,0-2 hours,2,21,>9 years,9,7-9 years,13,>9 years,14,>9 years
42,41-50 yrs old,No,Travel_Rarely,647,Sales,4,0-10KM,4,Marketing,1,1171,2,Male,45,RM31-RM60,3,2,Sales Executive,1,Single,5155,RM5001-RM10000,2253,7,>5,Y,No,13,11-15%,3,4,80,0,9,7-9 years,3,3-5 hours,4,6,4-6 years,4,4-6 years,1,0-3 years,5,4-6 years
35,31-40 yrs old,No,Travel_Rarely,982,Research & Development,1,0-10KM,4,Medical,1,1172,4,Male,58,RM31-RM60,2,1,Laboratory Technician,3,Married,2258,RM0-RM5000,16340,6,>5,Y,No,12,11-15%,3,2,80,1,10,>9 years,2,0-2 hours,3,8,7-9 years,0,0-3 years,1,0-3 years,7,7-9 years
24,21-30 yrs old,No,Travel_Rarely,477,Research & Development,24,>20KM,3,Medical,1,1173,4,Male,49,RM31-RM60,3,1,Laboratory Technician,2,Single,3597,RM0-RM5000,6409,8,>5,Y,No,22,>20%,4,4,80,0,6,4-6 years,2,0-2 hours,3,4,4-6 years,3,0-3 years,1,0-3 years,2,0-3 years
28,21-30 yrs old,Yes,Travel_Rarely,1485,Research & Development,12,11-20KM,1,Life Sciences,1,1175,3,Female,79,RM61-RM90,3,1,Laboratory Technician,4,Married,2515,RM0-RM5000,22955,1,0-2,Y,Yes,11,11-15%,3,4,80,0,1,0-3 years,4,3-5 hours,2,1,0-3 years,1,0-3 years,0,0-3 years,0,0-3 years
26,21-30 yrs old,No,Travel_Rarely,1384,Research & Development,3,0-10KM,4,Medical,1,1177,1,Male,82,RM61-RM90,4,1,Laboratory Technician,4,Married,4420,RM0-RM5000,13421,1,0-2,Y,No,22,>20%,4,2,80,1,8,7-9 years,2,0-2 hours,3,8,7-9 years,7,7-9 years,0,0-3 years,7,7-9 years
30,21-30 yrs old,No,Travel_Rarely,852,Sales,10,0-10KM,3,Marketing,1,1179,3,Male,72,RM61-RM90,2,2,Sales Executive,3,Married,6578,RM5001-RM10000,2706,1,0-2,Y,No,18,16-20%,3,1,80,1,10,>9 years,3,3-5 hours,3,10,>9 years,3,0-3 years,1,0-3 years,4,4-6 years
40,31-40 yrs old,No,Travel_Frequently,902,Research & Development,26,>20KM,2,Medical,1,1180,3,Female,92,>RM90,2,2,Research Scientist,4,Married,4422,RM0-RM5000,21203,3,3-5,Y,Yes,13,11-15%,3,4,80,1,16,>9 years,3,3-5 hours,1,1,0-3 years,1,0-3 years,0,0-3 years,0,0-3 years
35,31-40 yrs old,No,Travel_Rarely,819,Research & Development,2,0-10KM,3,Life Sciences,1,1182,3,Male,44,RM31-RM60,2,3,Manufacturing Director,2,Divorced,10274,RM10001-RM15000,19588,2,0-2,Y,No,18,16-20%,3,2,80,1,15,>9 years,2,0-2 hours,4,7,7-9 years,7,7-9 years,6,4-6 years,4,4-6 years
34,31-40 yrs old,No,Travel_Frequently,669,Research & Development,1,0-10KM,3,Medical,1,1184,4,Male,97,>RM90,2,2,Healthcare Representative,1,Single,5343,RM5001-RM10000,25755,0,0-2,Y,No,20,16-20%,4,3,80,0,14,>9 years,3,3-5 hours,3,13,>9 years,9,7-9 years,4,4-6 years,9,7-9 years
35,31-40 yrs old,No,Travel_Frequently,636,Research & Development,4,0-10KM,4,Other,1,1185,4,Male,47,RM31-RM60,2,1,Laboratory Technician,4,Married,2376,RM0-RM5000,26537,1,0-2,Y,No,13,11-15%,3,2,80,1,2,0-3 years,2,0-2 hours,4,2,0-3 years,2,0-3 years,2,0-3 years,2,0-3 years
